,question,is_correct,num_characters,num_words,num_sentences,transformed_text
3097,White precipitation that falls from the sky is called what?,0,59,11,1,white precipit fall sky call
3100,"In anatomy, different parts of an organism are often separated by what?",0,71,14,1,anatomi differ part organ often separ
3103,"In political elections, someone who is currently in office is known as what?",1,76,15,1,polit elect someon current offic known
3106,"By definition, whole-body cryotherapy traditionally involves what?",1,66,9,1,definit cryotherapi tradit involv
3108,Which of these materials is most commonly used as a plant fertilizer?,0,69,13,1,materi commonli use plant fertil
3111,What word refers to 128 cubic feet of firewood?,1,47,10,1,word refer 128 cubic feet firewood
3114,A late 19th-century essay introduced the concept of brunch as a way to address what?,0,84,16,1,late essay introduc concept brunch way address
3117,The world’s premier cheese-rolling festival features what kind of cheese?,1,73,13,1,world premier festiv featur kind chees
3119,"When read as a Roman numeral, which president’s middle initial has a value of 1000?",0,83,19,1,read roman numer presid middl initi valu 1000
3122,The Lil Wayne hit “6 Foot 7 Foot” samples a song prominently featured in which Tim Burton film?,1,95,21,1,lil wayn hit 6 foot 7 foot sampl song promin featur tim burton film
3125,Which of these is a real title from the “Mr. Men” book series?,0,62,17,2,real titl mr men book seri
3128,Which of these bands did NOT play at the inaugural Coachella festival?,0,70,13,1,band play inaugur coachella festiv
3131,Which of these is a common circus act?,0,38,9,1,common circu act
3134,What character appears on stickers that warn children of poisons?,0,65,11,1,charact appear sticker warn children poison
3137,What color is in the middle of most three-color traffic lights?,1,63,12,1,color middl traffic light
3140,What is the official language of Brazil?,0,40,8,1,offici languag brazil
3143,Which of the following pastas literally translates to “little ears”?,0,68,13,1,follow pasta liter translat littl ear
3146,What are the scientists on “The Muppet Show” named for?,1,55,13,1,scientist muppet show name
3149,What shape are the faces of an octahedron?,0,42,9,1,shape face octahedron
3152,Which is NOT the name of a Marx Brother?,0,40,10,1,name marx brother
3155,"When put side by side, which two state postal abbreviations form a postal word?",0,79,16,1,put side side two state postal abbrevi form postal word
3157,Which US state's capital lies at the highest altitude?,0,54,11,1,us state capit lie highest altitud
3160,What did Mr. Potato Head give to C. Everett Koop at a 1980s press event?,0,72,17,2,potato head give everett koop 1980 press event
3163,Which UK country has a NON-mythical national animal?,1,52,9,1,uk countri nation anim
3166,Which of these is the name of an island in Hawaii?,0,50,12,1,name island hawaii
3169,"In a humorous saying for British nobility, the second-born child is known as the what?",0,86,17,1,humor say british nobil child known
3172,Which of these clothing items is specifically worn to handle cold weather?,1,74,13,1,cloth item specif worn handl cold weather
3175,"Thanks to an old process for quick copying, architectural plans are traditionally what color?",0,93,16,1,thank old process quick copi architectur plan tradit color
3178,Which popular game uses a doubling cube?,0,40,8,1,popular game use doubl cube
3181,Which word is spelled the same way in the United States and the United Kingdom?,1,79,16,1,word spell way unit state unit kingdom
3184,"During World War I, what dog breed was widely renamed “liberty hound” in the US?",0,80,19,1,world war dog breed wide renam liberti hound us
3187,Which of these is a required exam at Harry Potter's Hogwarts school?,1,68,14,1,requir exam harri potter hogwart school
3190,The earliest known human writing occurred near what river?,1,58,10,1,earliest known human write occur near river
3193,"In Dr. Seuss’s “The Cat in the Hat Comes Back,” what is inside the Cat’s hat?",1,77,24,1,seuss cat hat come back insid cat hat
3195,Which pair of nations has units of currency with the same name?,0,63,13,1,pair nation unit currenc name
3198,Which has NOT been the name of an Android operating system?,0,59,12,1,name android oper system
3201,What do candles on a birthday cake traditionally represent?,0,59,10,1,candl birthday cake tradit repres
3204,Which of these Georges was a US president?,1,42,9,1,georg us presid
3207,The biggest lake in the US borders which of these states?,0,57,12,1,biggest lake us border state
3210,What land animal holds the Guinness World Record for the largest mouth?,1,71,13,1,land anim hold guin world record largest mouth
3213,Where is the largest sawgrass prairie in North America?,0,55,10,1,largest sawgrass prairi north america
3216,Which of these scientists is credited as the first to give her subjects names instead of numbers?,0,97,18,1,scientist credit first give subject name instead number
3217,Which of these best describes the symbol for “NOT” in American Sign Language?,0,77,16,1,best describ symbol american sign languag
3219,"Measured by magnitude, the largest recorded earthquake in US history hit what city hardest?",0,91,16,1,measur magnitud largest record earthquak us histori hit citi hardest
3221,Which of these is NOT a word in the gene-editing acronym CRISPR?,0,64,13,1,word acronym crispr
3224,Koko the gorilla is famous for doing which of these things?,0,59,12,1,koko gorilla famou thing
3227,"In the original “Rampage” arcade game, which monster’s face is NOT featured on the title screen?",1,96,22,1,origin rampag arcad game monster face featur titl screen
3230,"According to ancient Rome’s iconic epic, what hero was hidden inside the Trojan Horse?",0,86,18,1,accord ancient rome icon epic hero hidden insid trojan hors
3233,Which of these synonyms for “big” traces its roots to the biggest country on Earth?,0,83,18,1,synonym big trace root biggest countri earth
3236,"In a popular saying, “a picture is worth a thousand” what?",0,58,15,1,popular say pictur worth thousand
3239,Which of these is one of the five standard human senses?,1,56,12,1,one five standard human sens
3242,A 2002 law requires US candidates to say which of these phrases in political ads?,1,81,16,1,2002 law requir us candid say phrase polit ad
3244,What is the proper name for a maker of barrels?,1,47,11,1,proper name maker barrel
3247,Passing a soccer ball through an opponent’s legs is known as a what?,0,68,16,1,pass soccer ball oppon leg known
3250,Which of these major cities is NOT a state capital?,0,51,11,1,major citi state capit
3253,Rockstar Games has produced two video games based on which film franchise?,0,74,13,1,rockstar game produc two video game base film franchis
3256,The first beta blocker was developed to treat what ailment?,0,59,11,1,first beta blocker develop treat ailment
3259,The reality show “Strange Love” starred a founding member of what hip-hop act?,0,78,16,1,realiti show strang love star found member act
3262,A bull terrier honored by the military after World War I later became what university’s mascot?,0,95,19,1,bull terrier honor militari world war later becam univers mascot
3264,Theo and Noah are the names of what animals gifted to the pope for Christmas 2014?,1,82,17,1,theo noah name anim gift pope christma 2014
3267,Which of these songs does NOT have the same melody as the other two?,0,68,15,1,song melodi two
3270,What does the small hand on a clock typically indicate?,1,55,11,1,small hand clock typic indic
3273,What are French fries usually made out of?,1,42,9,1,french fri usual made
3276,Which of these is a common breed of cat?,1,40,10,1,common breed cat
3279,"In construction, steel rods that are used to reinforce concrete are called what?",1,80,15,1,construct steel rod use reinforc concret call
3282,"By definition, where are people known as Turkmen from?",1,54,11,1,definit peopl known turkmen
3285,Our solar system’s main asteroid belt lies between the orbits of which two planets?,0,83,17,1,solar system main asteroid belt lie orbit two planet
3287,What is the name of the company behind the classic “Doom” and “Quake” computer games?,1,85,20,1,name compani behind classic doom quak comput game
3290,Which of these US presidents was NEVER impeached?,1,49,9,1,us presid never impeach
3293,Dr. Charles Drew’s greatest contribution to medicine was in what area?,0,70,14,1,charl drew greatest contribut medicin area
3296,Which of these animals is NOT known to have passed the mirror self-recognition test?,0,84,15,1,anim known pass mirror test
3299,Which is both a type of subatomic quark particle and a Motorola smartphone?,0,75,14,1,type subatom quark particl motorola smartphon
